REGI?O:;UF:;ESTAC?O:;CODIGO (WMO):;LATITUDE:;LONGITUDE:;ALTITUDE:;Arquivo
N;AM;RIO URUBU;A125;-2.633654;-59.600582;112.84;INMET_N_AM_A125_RIO URUBU_01-01-2019_A_31-12-2019.CSV
NE;PI;PARNAIBA;A308;-3.086656;-41.783139;52.11;INMET_NE_PI_A308_PARNAIBA_01-01-2019_A_31-12-2019.CSV
NE;PI;CAMPO MAIOR;A376;-4.86416666;-42.14555555;125.0;INMET_NE_PI_A376_CAMPO MAIOR_01-01-2019_A_31-12-2019.CSV
NE;AL;PIRANHAS;A371;-9.622261;-37.767113;187.0;INMET_NE_AL_A371_PIRANHAS_01-01-2019_A_31-12-2019.CSV
SE;MG;BURITIS;A544;-15.524262;-46.435536;894.0;INMET_SE_MG_A544_BURITIS_01-01-2019_A_31-12-2019.CSV
CO;MS;BONITO;S704;-21.246756;-56.450442;329.0;INMET_CO_MS_S704_BONITO_01-01-2019_A_31-12-2019.CSV
N;PA;TUCURUI;A229;-3.82276;-49.674956;137.94;INMET_N_PA_A229_TUCURUI_01-01-2019_A_31-12-2019.CSV
SE;SP;BARRA BONITA;A741;-22.4711111;-48.5575;533.68;INMET_SE_SP_A741_BARRA BONITA_01-01-2019_A_31-12-2019.CSV
SE;MG;CONCEICAO DAS ALAGOAS;A520;-19.98586;-48.151574;572.54;INMET_SE_MG_A520_CONCEICAO DAS ALAGOAS_01-01-2019_A_31-12-2019.CSV
N;TO;PARANA;A010;-12.614893;-47.871917;284.96;INMET_N_TO_A010_PARANA_01-01-2019_A_31-12-2019.CSV
SE;MG;CAPELINHA;A541;-17.705504;-42.389256;932.06;INMET_SE_MG_A541_CAPELINHA_01-01-2019_A_31-12-2019.CSV
SE;MG;PATOS DE MINAS;A562;-18.520667;-46.440611;950.0;INMET_SE_MG_A562_PATOS DE MINAS_01-01-2019_A_31-12-2019.CSV
CO;MS;CORUMBA;A724;-18.99667;-57.6375;111.73;INMET_CO_MS_A724_CORUMBA_01-01-2019_A_31-12-2019.CSV
SE;SP;SAO MIGUEL ARCANJO;A715;-23.85194444;-48.16472222;675.68;INMET_SE_SP_A715_SAO MIGUEL ARCANJO_01-01-2019_A_31-12-2019.CSV
NE;SE;ITABAIANA;A451;-10.67166666;-37.47138888;213.0;INMET_NE_SE_A451_ITABAIANA_01-01-2019_A_31-12-2019.CSV
S;PR;NOVA FATIMA;A842;-23.415284;-50.577744;664.31;INMET_S_PR_A842_NOVA FATIMA_01-01-2019_A_31-12-2019.CSV
CO;GO;CATALAO;A034;-18.154779;-47.927614;900.72;INMET_CO_GO_A034_CATALAO_01-01-2019_A_31-12-2019.CSV
S;SC;DIONISIO CERQUEIRA;A848;-26.286562;-53.633114;807.54;INMET_S_SC_A848_DIONISIO CERQUEIRA_01-01-2019_A_31-12-2019.CSV
SE;RJ;CAMBUCI;A604;-21.58749999;-41.95833333;46.0;INMET_SE_RJ_A604_CAMBUCI_01-01-2019_A_31-12-2019.CSV
SE;ES;NOVA VENECIA;A623;-18.695265;-40.390572;156.02;INMET_SE_ES_A623_NOVA VENECIA_01-01-2019_A_31-12-2019.CSV
CO;GO;ARAGARCAS;A013;-15.902658;-52.245172;327.35;INMET_CO_GO_A013_ARAGARCAS_01-01-2019_A_31-12-2019.CSV
S;PR;MARINGA;A835;-23.405357;-51.932828;548.51;INMET_S_PR_A835_MARINGA_01-01-2019_A_31-12-2019.CSV
CO;MS;CASSILANDIA;A742;-19.122471;-51.720732;494.72;INMET_CO_MS_A742_CASSILANDIA_01-01-2019_A_31-12-2019.CSV
NE;CE;FORTALEZA;A305;-3.815701;-38.537792;29.55;INMET_NE_CE_A305_FORTALEZA_01-01-2019_A_31-12-2019.CSV
NE;MA;ALTO PARNAIBA;A223;-9.108199;-45.932016;283.69;INMET_NE_MA_A223_ALTO PARNAIBA_01-01-2019_A_31-12-2019.CSV
S;RS;FREDERICO WESTPHALEN;A854;-27.395686;-53.429421;489.42;INMET_S_RS_A854_FREDERICO WESTPHALEN_01-01-2019_A_31-12-2019.CSV
N;AM;COARI;A117;-4.097483;-63.145322;33.84;INMET_N_AM_A117_COARI_01-01-2019_A_31-12-2019.CSV
N;AM;MANAUS;A101;-3.10361111;-60.01555555;48.79;INMET_N_AM_A101_MANAUS_01-01-2019_A_31-12-2019.CSV
S;SC;RANCHO QUEIMADO;A870;-27.678507;-49.042027;881.0;INMET_S_SC_A870_RANCHO QUEIMADO_01-01-2019_A_31-12-2019.CSV
S;RS;TEUTONIA;A882;-29.450334;-51.824283;80.41;INMET_S_RS_A882_TEUTONIA_01-01-2019_A_31-12-2019.CSV
SE;SP;SOROCABA;A713;-23.426035;-47.585552;609.33;INMET_SE_SP_A713_SOROCABA_01-01-2019_A_31-12-2019.CSV
NE;BA;CURACA;A448;-9.00138888;-39.9125;370.0;INMET_NE_BA_A448_CURACA_01-01-2019_A_31-12-2019.CSV
S;RS;RIO PARDO;A813;-29.872113;-52.38198;106.99;INMET_S_RS_A813_RIO PARDO_01-01-2019_A_31-12-2019.CSV
NE;PE;FLORESTA;A351;-8.598785;-38.584062;327.42;INMET_NE_PE_A351_FLORESTA_01-01-2019_A_31-12-2019.CSV
CO;MS;SELVIRIA;S717;-20.351444;-51.430222;374.0;INMET_CO_MS_S717_SELVIRIA_01-01-2019_A_31-12-2019.CSV
N;AC;PARQUE ESTADUAL CHANDLESS;A102;-9.35833333;-69.92638888;184.51;INMET_N_AC_A102_PARQUE ESTADUAL CHANDLESS_01-01-2019_A_31-12-2019.CSV
S;RS;SAO LUIZ GONZAGA;A852;-28.417113;-54.962403;245.5;INMET_S_RS_A852_SAO LUIZ GONZAGA_01-01-2019_A_31-12-2019.CSV
SE;SP;SAO CARLOS;A711;-21.980353;-47.883927;859.29;INMET_SE_SP_A711_SAO CARLOS_01-01-2019_A_31-12-2019.CSV
NE;CE;CAMPOS SALES;A347;-7.07773;-40.362678;577.95;INMET_NE_CE_A347_CAMPOS SALES_01-01-2019_A_31-12-2019.CSV
SE;MG;SAO SEBASTIAO DO PARAISO;A561;-20.909892;-47.114259;845.0;INMET_SE_MG_A561_SAO SEBASTIAO DO PARAISO_01-01-2019_A_31-12-2019.CSV
N;AP;PORTO GRANDE;A244;0.69444444;-51.40416666;84.0;INMET_N_AP_A244_PORTO GRANDE_01-01-2019_A_31-12-2019.CSV
SE;RJ;SANTA MARIA MADALENA;A630;-21.95055555;-42.01027777;517.0;INMET_SE_RJ_A630_SANTA MARIA MADALENA_01-01-2019_A_31-12-2019.CSV
NE;RN;SANTA CRUZ;A367;-6.227922;-36.026587;227.49;INMET_NE_RN_A367_SANTA CRUZ_01-01-2019_A_31-12-2019.CSV
S;SC;SAO MIGUEL DO OESTE;A857;-26.77666666;-53.50444444;654.51;INMET_S_SC_A857_SAO MIGUEL DO OESTE_01-01-2019_A_31-12-2019.CSV
S;RS;SANTA ROSA;A810;-27.890463;-54.480014;272.84;INMET_S_RS_A810_SANTA ROSA_01-01-2019_A_31-12-2019.CSV
NE;BA;UNA;A437;-15.280215;-39.09127;74.08;INMET_NE_BA_A437_UNA_01-01-2019_A_31-12-2019.CSV
SE;SP;OURINHOS;A716;-22.949;-49.894546;443.49;INMET_SE_SP_A716_OURINHOS_01-01-2019_A_31-12-2019.CSV
SE;MG;GUANHAES;A533;-18.786842;-42.942921;852.68;INMET_SE_MG_A533_GUANHAES_01-01-2019_A_31-12-2019.CSV
SE;MG;TIMOTEO;A511;-19.573824;-42.622413;493.42;INMET_SE_MG_A511_TIMOTEO_01-01-2019_A_31-12-2019.CSV
N;TO;SANTA ROSA DO TOCANTINS;A052;-11.429018;-48.184889;306.0;INMET_N_TO_A052_SANTA ROSA DO TOCANTINS_01-01-2019_A_31-12-2019.CSV
CO;GO;IPORA;A028;-16.423059;-51.148801;610.41;INMET_CO_GO_A028_IPORA_01-01-2019_A_31-12-2019.CSV
CO;GO;ITAPACI;A015;-14.979792;-49.539977;551.16;INMET_CO_GO_A015_ITAPACI_01-01-2019_A_31-12-2019.CSV
CO;MS;BRASILANDIA;S705;-21.298278;-52.068917;345.0;INMET_CO_MS_S705_BRASILANDIA_01-01-2019_A_31-12-2019.CSV
